title,url,price_numeric,municipality,condition,ad_type,property_type,rooms,square_m2,equipment,level,heating,price_per_m2,latitude,longitude
Centar Bjelave dvosoban namješten stan - [Iznajmljivanje],https://olx.ba/artikal/71177812,600.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,43.0,Namješten,0,Centralno (Plin),13.953488372093023,,
Dvosoban Stan 42m2 Patriotske Lige Najam - [Iznajmljivanje],https://olx.ba/artikal/71079395,600.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,42.0,Namješten,1,Centralno (Plin),14.285714285714286,43.878476,18.409972
Centar - Trosoban stan 60m2 - [Iznajmljivanje],https://olx.ba/artikal/71714627,600.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,60.0,Namješten,2,Centralno (Plin),10.0,43.861432,18.413813
Stanovi i apartmani Sarajevo - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71842237,600.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,1.0,40.0,Namješten,10,Centralno (gradsko),15.0,,
TOTAL PRO/ Jednoiposoban stan 36 m2 / Trg Heroja / Hrasno - [Iznajmljivanje],https://olx.ba/artikal/64346160,600.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,1.0,36.0,Polunamješten,19,Centralno (gradsko),16.666666666666668,,
m2: Hrasno / Novo Sarajevo / Dvosoban stan 36m2 - [Iznajmljivanje],https://olx.ba/artikal/71389896,650.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,36.0,Namješten,8,Centralno (gradsko),18.05555555555556,43.848469,18.383487
Stan Dolac Malta Novo Sarajevo 54 m2 - [Iznajmljivanje],https://olx.ba/artikal/71846849,650.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,54.0,Namješten,6,Centralno (gradsko),12.037037037037036,43.855297,18.380288
Stanovi i apartmani Ilidža Izvor - [Iznajmljivanje],https://olx.ba/artikal/71845648,650.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,49.0,Namješten,3,Plin,13.26530612244898,43.843093,18.325741
"PROSTOR izdaje: Jednosoban stan sa balkonom, Centar - [Iznajmljivanje]",https://olx.ba/artikal/71401354,650.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,1.0,38.0,Namješten,7,Centralno (gradsko),17.105263157894736,,
"PROSTOR izdaje: Jednosoban stan, 40m2, Marijin Dvor - [Iznajmljivanje]",https://olx.ba/artikal/71731540,650.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,1.0,40.0,Namješten,1,Centralno (gradsko),16.25,,
Sigenx izdaje: Jednoiposoban stan/ Namješten/ Kovačići - Centar - [Iznajmljivanje],https://olx.ba/artikal/71562826,650.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,1.0,40.0,Namješten,3,Centralno (gradsko),16.25,43.851752,18.403054
AD COMPANY izdaje: stan Sarajevo - Alipašino Polje - [Iznajmljivanje],https://olx.ba/artikal/69834195,650.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,59.0,Namješten,5,Centralno (gradsko),11.016949152542374,43.860169,18.425865
Dvosoban stan / Centar Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/70388752,650.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,63.0,Namješten,3,Centralno (gradsko),10.317460317460318,,
Iznajmljivanje stana na duži period - [Iznajmljivanje],https://olx.ba/artikal/71659890,650.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,3.0,68.0,Namješten,1,Centralno (gradsko),9.558823529411764,43.827679,18.352351
Stan Sarajevo - Č. Vila Novo Sarajevo 30m2 - [Iznajmljivanje],https://olx.ba/artikal/71788008,650.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,1.0,30.0,Namješten,1,Centralno (gradsko),21.666666666666668,43.852171,18.369363
Ekskluzivna lokacija- stan za dugoročni najam u centru Sarajeva - [Iznajmljivanje],https://olx.ba/artikal/71848340,650.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,1.0,40.0,Namješten,1,Centralno (gradsko),16.25,,
Stan Sarajevo - Novi grad 56m2 - [Iznajmljivanje],https://olx.ba/artikal/70622129,650.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,56.0,Namješten,14,Centralno (gradsko),11.607142857142858,43.844285,18.351175
Stan Sarajevo - Novi Grad 86m2 - [Iznajmljivanje],https://olx.ba/artikal/71683978,650.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,3.0,86.0,Polunamješten,4,Centralno (gradsko),7.558139534883721,43.820686,18.365006
Stan Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/70635219,650.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,1.0,47.0,Namješten,0,Struja,13.829787234042554,43.846383,18.356379
Dvosoban namješten stan - Novi grad - Otoka - 56 m2 - [Iznajmljivanje],https://olx.ba/artikal/69930010,650.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,2.0,56.0,Namješten,10,Centralno (gradsko),11.607142857142858,,
"2-soban stan Stupska petlja - Tibra, Dr. Silve Rizvanbegovic - [Iznajmljivanje]",https://olx.ba/artikal/71669346,650.0,Ilidža,Dobro stanje,Iznajmljivanje,Stan,2.0,54.0,Namješten,4,Centralno (gradsko),12.037037037037036,,
SVE REŽIJE UKLJUČENE U NAJAM STANA - DVOSOBAN STAN - NOVI GRAD - [Iznajmljivanje],https://olx.ba/artikal/70252985,650.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,2.0,64.0,Namješten,1,Struja,10.15625,43.858085,18.367093
ON TIME izdaje: Renovirana garsonjera - Mejtaš - [Iznajmljivanje],https://olx.ba/artikal/70084030,650.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,,27.0,Namješten,5,Centralno (gradsko),24.07407407407408,43.86173,18.42362
IZNAJMLJIVANJE Stan Sarajevo - Centar Šip - [Iznajmljivanje],https://olx.ba/artikal/71584247,650.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,36.0,Namješten,0,Struja,18.05555555555556,,
Stanovi i apartmani Sarajevo - Novi Grad - [Iznajmljivanje],https://olx.ba/artikal/71486140,650.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,56.0,Namješten,5,Centralno (gradsko),11.607142857142858,43.843232,18.349336
"Dvosoban namješten stan, 56m2 / Stup 2, Ilidža - [Iznajmljivanje]",https://olx.ba/artikal/71454096,650.0,Ilidža,Dobro stanje,Iznajmljivanje,Stan,2.0,56.0,Namješten,1,Centralno (Plin),11.607142857142858,43.835096,18.318044
Novogradnja Bulevar Stup jednoiposoban namješten stan - [Iznajmljivanje],https://olx.ba/artikal/70659274,650.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,1.0,39.0,Namješten,6,Centralno (Kotlovnica),16.666666666666668,43.839483,18.323259
Stan Novi Grad Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71668385,650.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,1.0,34.0,Namješten,12,Centralno (gradsko),19.11764705882353,43.844023,18.347966
Stan Sarajevo - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71873411,650.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,1.0,32.0,Namješten,9,Centralno (gradsko),20.3125,43.850834,18.379667
Stan Sarajevo - TROSOBAN - 2 BALKONA - PARKING - [Iznajmljivanje],https://olx.ba/artikal/67704613,650.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,3.0,70.0,Namješten,0,Struja,9.285714285714286,,
Dvosoban stan s otvorenim pogledom - [Iznajmljivanje],https://olx.ba/artikal/71722912,650.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,46.0,Namješten,10,Centralno (Kotlovnica),14.130434782608695,43.839086,18.324162
Trosoban stan /Alipašino polje/renoviran - [Iznajmljivanje],https://olx.ba/artikal/68843574,650.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,3.0,78.0,Namješten,2,Centralno (gradsko),8.333333333333334,,
STAN GRBAVICA - [Iznajmljivanje],https://olx.ba/artikal/71861173,650.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,58.0,Namješten,9,Centralno (gradsko),11.20689655172414,,
Stan Sarajevo - Novi Grad 65m2 - [Iznajmljivanje],https://olx.ba/artikal/70637625,650.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,65.0,Namješten,16,Centralno (gradsko),10.0,,
"PROSTOR izdaje: Trosoban stan u privatnoj kući, Hrasno brdo - [Iznajmljivanje]",https://olx.ba/artikal/70861429,650.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,65.0,Namješten,3,Plin,10.0,43.844638,18.382004
Stan Ilidža 54m2 - [Iznajmljivanje],https://olx.ba/artikal/70680891,650.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,54.0,Namješten,3,Centralno (Plin),12.037037037037036,,
NN Nekretnine : Jednoiposoban stan - Grbavica - [Iznajmljivanje],https://olx.ba/artikal/71211508,670.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,1.0,45.0,Polunamješten,2,Centralno (gradsko),14.88888888888889,,
Dvosoban Namješten Stan Sarajevo - Bjelave - 48m2 - [Iznajmljivanje],https://olx.ba/artikal/70811841,680.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,48.0,Namješten,2,Plin,14.166666666666666,43.868402,18.423639
Stanovi i apartmani Sarajevo - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71611519,700.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,1.0,50.0,Namješten,-1,Struja,14.0,,
Čengić Vila 2 trosoban namješten stan Gradačačka - [Iznajmljivanje],https://olx.ba/artikal/71510250,700.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,62.0,Namješten,2,Centralno (gradsko),11.290322580645162,43.84685,18.371862
Jednosoban Stan 60m2 Kovači Najam - [Iznajmljivanje],https://olx.ba/artikal/69833471,700.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,1.0,60.0,Namješten,0,Struja,11.666666666666666,43.860365,18.434471
Trosoban stan Dolac Malta Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71804760,700.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,3.0,63.0,Namješten,0,Centralno (gradsko),11.11111111111111,,
Stan Sarajevo - Centar - [Iznajmljivanje],https://olx.ba/artikal/71627129,700.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,1.0,40.0,Namješten,2,Centralno (Plin),17.5,43.878172,18.415991
POSLOVNI PROSTOR Sarajevo - Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/69559989,700.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Apartman,1.0,53.0,Nenamješten,-1,Plin,13.20754716981132,,
MY SPACE/ Stan/ Grbavica/ NAMJESTEN/ 64m2 - [Iznajmljivanje],https://olx.ba/artikal/71428627,700.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,3.0,64.0,Namješten,19,Centralno (gradsko),10.9375,43.849893,18.391119
Četverosoban stan - Novi grad - Alipašino polje B faza - [Iznajmljivanje],https://olx.ba/artikal/71457953,700.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,4.0,77.0,Namješten,8,Centralno (gradsko),9.090909090909092,43.841149,18.343388
Stan Tibra Stup - [Iznajmljivanje],https://olx.ba/artikal/71729902,700.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,2.0,55.0,Namješten,10,Centralno (gradsko),12.727272727272728,43.831929,18.308509
Stan Ilidža OTES 90m2 TROSOBAN - [Iznajmljivanje],https://olx.ba/artikal/71597622,700.0,Ilidža,Novogradnja,Iznajmljivanje,Apartman,2.0,55.0,Namješten,2,Centralno (Kotlovnica),12.727272727272728,43.838982,18.295856
Stan Sarajevo - Novo Sarajevo 35m2 - [Iznajmljivanje],https://olx.ba/artikal/71376118,700.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,35.0,Polunamješten,2,Struja,20.0,43.858893,18.399583
Stan Sarajevo - Centar 36m2 - [Iznajmljivanje],https://olx.ba/artikal/64213062,700.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,1.0,36.0,Namješten,0,Centralno (Plin),19.444444444444443,,
Stan iznajmljivanje - [Iznajmljivanje],https://olx.ba/artikal/71814351,700.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,1.0,43.0,Namješten,0,Plin,16.27906976744186,43.881809,18.3961
Stan Sarajevo - Novo Sarajevo 60m2 - [Iznajmljivanje],https://olx.ba/artikal/71820105,700.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,60.0,Namješten,5,Centralno (gradsko),11.666666666666666,43.851098,18.395125
Stan vrhunska lokacija kod Vijećnice 45m2 - [Iznajmljivanje],https://olx.ba/artikal/67855621,700.0,Sarajevo - Stari Grad,Parcijalno renoviran,Iznajmljivanje,Stan,1.0,45.0,Namješten,0,Plin,15.555555555555555,,
Dvosoban Stan Sarajevo - Dobrinja 5 Novi Grad - [Iznajmljivanje],https://olx.ba/artikal/71487493,700.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,2.0,56.0,Namješten,3,Centralno (gradsko),12.5,43.832418,18.343509
Dvosoban stan /Grbavica / Kemala Kapetanovića - [Iznajmljivanje],https://olx.ba/artikal/71783243,700.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,52.0,Namješten,9,Struja,13.461538461538462,43.850831,18.38909
Jednosoban stan Mejtaš/Centar 50m2 - [Iznajmljivanje],https://olx.ba/artikal/71243329,700.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,1.0,50.0,Namješten,1,Centralno (Plin),14.0,,
Stan Sarajevo - Centar - [Iznajmljivanje],https://olx.ba/artikal/65373211,700.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,54.0,Namješten,1,Centralno (Plin),12.962962962962964,43.867136,18.424612
Stan Sarajevo - Novi Grad - [Iznajmljivanje],https://olx.ba/artikal/71857795,700.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,3.0,72.0,Namješten,8,Centralno (gradsko),9.72222222222222,43.845074,18.348157
Stan Sarajevo - Novo Sarajevo 58m2 - [Iznajmljivanje],https://olx.ba/artikal/71674394,700.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,58.0,Namješten,18,Centralno (gradsko),12.06896551724138,,
"Lijepo namješten dvosoban stan, Skenderija - [Iznajmljivanje]",https://olx.ba/artikal/71707797,700.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,40.0,Namješten,8,Centralno (gradsko),17.5,,
Stan Sarajevo - Centar - [Iznajmljivanje],https://olx.ba/artikal/71602441,700.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,54.0,Namješten,1,Plin,12.962962962962964,43.867551,18.424717
Stan Sarajevo - Valtera Perića 10 - [Iznajmljivanje],https://olx.ba/artikal/71512721,700.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,1.0,30.0,Namješten,4,Plin,23.33333333333333,43.856335,18.411308
Stan Sarajevo - Centar-Koševo - 35m2 - [Iznajmljivanje],https://olx.ba/artikal/71588275,700.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,1.0,35.0,Namješten,2,Struja,20.0,43.861309,18.413862
Stan Sarajevo - Novi Grad - [Iznajmljivanje],https://olx.ba/artikal/70905488,700.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,4.0,77.0,Namješten,8,Centralno (gradsko),9.090909090909092,43.841122,18.343408
Trosoban stan 66 m2 Dobrinja 3 Novi grad - [Iznajmljivanje],https://olx.ba/artikal/37126193,700.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,3.0,66.0,Namješten,2,Centralno (gradsko),10.606060606060606,,
Stanovi i apartmani Sarajevo - Novi Grad DOBRINJA 5 - [Iznajmljivanje],https://olx.ba/artikal/71816461,700.0,Sarajevo - Novi Grad,Renoviran,Iznajmljivanje,Stan,3.0,70.0,Namješten,5,Centralno (gradsko),10.0,43.832796,18.344123
DVOSOBAN SA GARAZOM DOLAC MALTA*CITAJ OPIS - [Iznajmljivanje],https://olx.ba/artikal/71822741,700.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,57.0,Namješten,2,Centralno (gradsko),12.280701754385966,43.858893,18.399583
Izdajem stan i garažu na Dobrinji 4 - [Iznajmljivanje],https://olx.ba/artikal/59848352,700.0,Sarajevo - Centar,Novogradnja,Iznajmljivanje,Stan,2.0,43.0,Namješten,2,Struja,16.27906976744186,,
"PROSTOR izdaje: Dvosoban stan, 50m2, Šip - [Iznajmljivanje]",https://olx.ba/artikal/71847424,700.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,2.0,50.0,Namješten,1,Plin,14.0,,
"Renoviran 1,5-soban K.Brdo/Plato - [Iznajmljivanje]",https://olx.ba/artikal/71516872,720.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,1.0,41.0,Namješten,1,Struja,17.5609756097561,43.870395,18.405835
Stan Sarajevo - Novo Sarajevo 52m2 Telefon: 061-525-507 - [Iznajmljivanje],https://olx.ba/artikal/71696171,750.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,52.0,Namješten,9,Struja,14.423076923076923,43.851252,18.389545
"PROSTOR izdaje: Dvosoban stan, Bistrik - [Iznajmljivanje]",https://olx.ba/artikal/69888167,750.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Stan,2.0,45.0,Namješten,1,Plin,16.666666666666668,,
"Renoviran dvosoban stan, Koševsko brdo, Ciglane, Centar - [Iznajmljivanje]",https://olx.ba/artikal/71300575,750.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,2.0,47.0,Namješten,1,Centralno (Plin),15.95744680851064,43.869736,18.406889
m2: Grbavica / dvosoban stan 62m2 - [Iznajmljivanje],https://olx.ba/artikal/71568538,750.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,62.0,Namješten,4,Centralno (gradsko),12.096774193548388,,
Dvosoban stan - Novo Sarajevo - Grbavica - 54 m2 - [Iznajmljivanje],https://olx.ba/artikal/71772355,750.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,54.0,Namješten,6,Struja,13.88888888888889,43.848587,18.389919
Trosoban stan za iznajmljivanje - [Iznajmljivanje],https://olx.ba/artikal/71076678,750.0,Ilidža,Dobro stanje,Iznajmljivanje,Stan,3.0,60.0,Namješten,0,Plin,12.5,,
"Svijetao i namješten trosoban stan, Grbavica - [Iznajmljivanje]",https://olx.ba/artikal/70071217,750.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,3.0,53.0,Namješten,1,Centralno (Plin),14.150943396226417,43.848962,18.38971
Dvosoban stan - Novo Sarajevo - Grbavica - 47 m2 - [Iznajmljivanje],https://olx.ba/artikal/69342092,750.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,47.0,Namješten,1,Struja,15.95744680851064,43.850142,18.401345
Stan Grbavica 52m2 - [Iznajmljivanje],https://olx.ba/artikal/71473363,750.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,52.0,Namješten,0,Struja,14.423076923076923,,
Trosoban stan Kovačići - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71045481,750.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,3.0,75.0,Namješten,1,Struja,10.0,43.848231,18.399627
"PROSTOR izdaje: Trosoban stan, Aerodromsko naselje - [Iznajmljivanje]",https://olx.ba/artikal/71026317,750.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,100.0,Polunamješten,0,Ostalo,7.5,43.829212,18.326367
Trosoban stan Kovačići - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71045054,750.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,3.0,75.0,Namješten,0,Struja,10.0,,
Stan Sarajevo - Novi Grad - Dobrinja NOVOGRADNJA - [Iznajmljivanje],https://olx.ba/artikal/71839422,750.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,,38.0,Namješten,5,Centralno (gradsko),19.73684210526316,43.829878,18.334079
Stan NOVA DOBRINJA 57m2 Dobrinja 4 NOVO - [Iznajmljivanje],https://olx.ba/artikal/70646956,750.0,Ilidža,Novogradnja,Iznajmljivanje,Stan,3.0,57.0,Namješten,6,Centralno (gradsko),13.157894736842104,43.827596,18.357962
"Lijepo uređen trosoban stan s parkingom, Mejtaš, Centar - [Iznajmljivanje]",https://olx.ba/artikal/71610615,750.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,68.0,Namješten,2,Centralno (Plin),11.029411764705882,43.864329,18.420197
Malta - Sarajevo 69m2 - [Iznajmljivanje],https://olx.ba/artikal/70462012,750.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,3.0,69.0,Namješten,5,Centralno (gradsko),10.869565217391305,43.853833,18.380894
Jednosoban namješten stan / Hamdije Čemerlića / Pofalići - [Iznajmljivanje],https://olx.ba/artikal/71543644,750.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,1.0,40.0,Namješten,10,Centralno (gradsko),18.75,,
MY SPACE/ Stan/ Kovači/ RENOVIRAN/ NAMJESTEN/ 25 m2 - [Iznajmljivanje],https://olx.ba/artikal/69662331,750.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,,25.0,Namješten,0,Struja,30.0,43.864585,18.434512
"Svijetao i namješten dvoiposoban stan, Grbavica - [Iznajmljivanje]",https://olx.ba/artikal/71707604,750.0,Sarajevo - Novo Sarajevo,Dobro stanje,Iznajmljivanje,Stan,2.0,56.0,Namješten,4,Centralno (gradsko),13.392857142857142,43.850031,18.393649
Stan Grbavica - Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71537057,750.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,54.0,Namješten,6,Struja,13.88888888888889,43.852711,18.378604
Stan Socijalno/ 54m2 Namješten/ Dvosoban/ Novo Sarajevo - [Iznajmljivanje],https://olx.ba/artikal/71516955,750.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,54.0,Namješten,1,Centralno (Kotlovnica),13.88888888888889,,
Prostran lijep stan - [Iznajmljivanje],https://olx.ba/artikal/71657797,750.0,Sarajevo - Novi Grad,Dobro stanje,Iznajmljivanje,Stan,3.0,62.0,Namješten,2,Centralno (gradsko),12.096774193548388,,
Stan Grbavica - dvosoban 50m2 - [Iznajmljivanje],https://olx.ba/artikal/71800123,760.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,50.0,Namješten,4,Struja,15.2,,
NN Nekretnine : Trosoban stan - Koševo - Bolnička - [Iznajmljivanje],https://olx.ba/artikal/71452975,799.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,86.0,Namješten,10,Centralno (gradsko),9.290697674418604,43.867466,18.415285
Trosoban namješten stan - Centar - Koševo - 85 m2 - [Iznajmljivanje],https://olx.ba/artikal/69099866,800.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,85.0,Namješten,1,Centralno (Plin),9.411764705882351,43.873382,18.412988
"STAN GRBAVICA, NOVO SARAJEVO - [Iznajmljivanje]",https://olx.ba/artikal/66673219,800.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,53.0,Namješten,3,Struja,15.09433962264151,43.849063,18.39064
Apartmani/Stanovi za Studente sa svim režijama - [Iznajmljivanje],https://olx.ba/artikal/69992293,800.0,Sarajevo - Stari Grad,Dobro stanje,Iznajmljivanje,Apartman,3.0,50.0,Namješten,2,Plin,16.0,,
Prazan stan Nova Otoka - [Iznajmljivanje],https://olx.ba/artikal/71391646,800.0,Sarajevo - Novi Grad,Novogradnja,Iznajmljivanje,Stan,3.0,69.0,Nenamješten,1,Centralno (Kotlovnica),11.594202898550725,43.849601,18.362653
Stan Sarajevo - Stari Grad - [Iznajmljivanje],https://olx.ba/artikal/71574410,800.0,Sarajevo - Stari Grad,Renoviran,Iznajmljivanje,Stan,2.0,45.0,Namješten,3,Plin,17.77777777777778,43.855957,18.432533
"PROSTOR izdaje:Trosoban stan, 70m2, Koševsko brdo - [Iznajmljivanje]",https://olx.ba/artikal/71026586,800.0,Sarajevo - Centar,Dobro stanje,Iznajmljivanje,Stan,3.0,70.0,Namješten,1,Ostalo,11.428571428571429,,
Trosoban stan - Centar - Koševsko brdo - 70 m2 - [Iznajmljivanje],https://olx.ba/artikal/71790317,800.0,Sarajevo - Centar,Renoviran,Iznajmljivanje,Stan,3.0,70.0,Namješten,1,Struja,11.428571428571429,,
Grbavica - Dvosoban stan CCA 54m2 - [Iznajmljivanje],https://olx.ba/artikal/69231197,800.0,Sarajevo - Novo Sarajevo,Renoviran,Iznajmljivanje,Stan,2.0,54.0,Namješten,6,Struja,14.814814814814817,43.848962,18.38971
