title,url,price_numeric,municipality,rooms,square_m2,equipment,description,price_per_m2
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=638365,324000.0,,Dvosoban,81.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Internet, Podrum","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja trosoban stan s baštom, ulica Husrefa Redžića, donje Ciglane, Općina Centar. Stan čine dnevni boravak s trpezarijom i izlazom u baštu, kuhinja, dvije spavaće sobe, kupatilo, toalet, špajz, ulazni hodnik i degažman. Nekretnina je u izvornom stanju izuzev blindiranih vrata i djelimično promijenjene vanjske stolarije. Orijentacija Istok, velika bašta, dva ulaza u haustor (s gornje strane kod restorana Nello), lift.. O lokaciji znamo sve, ali ćemo utvrditi gradivo. Donje Ciglane predstavljaju najatraktivniju lokaciju u Sarajevu, te nude kompletan gradski sadržaj u krugu od par stotina metara, a udaljene su 10 minuta šetnje od suhog centra grada. Pijaca, supermarket, DM, Zetra, Druga Gimnazija, eminentni sarajevski fakulteti itd... Na LINKU ispod možete pogledati detaljno naš 360° virtualni prikaz stana. Za sve informacije pozovite Vašeg agenta za nekretnine! Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo Agent Emin Canović +38762943330 agencija@stanpromet.ba ID CODE: 502356 Emin Canović Agent s licencom Mob: 062943330 Tel: 033842555 E-mail: emin.canovic@stanpromet.ba www.stanpromet.ba",4000.0
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=638366,,,Dvosoban,86.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Internet, Podrum","Stanpromet.ba - agencija za nekretnine najavljuje ekskluzivnu prodaju gala trosobnog stana u najljepšem dijelu sarajevskog centra, ul. Čekaluša čikma. Pomenuta ulica je u neposrednoj blizini restorana Četiri sobe gospođe Safije, u samoj žiži gradskog dešavanja. Bogat sadržaj u ""walking distance"" zoni odgovoriće zahtjevima porodice, rentijerskog tržišta ili neke treće ideje koja vam je na pameti. Gradski park, pijaca, veliki broj ugostiteljskih objekata, eminentne obrazovne institucije, BBI Centar, DM... Površinu 86 m2 čini impozantan prostor smješten na četvrtom, ujedno i zadnjem spratu zgrade bez lifta. Dnevni boravak sa trpezarijom, dvije spavaće sobe, kuhinja, kupatilo, toalet i ulazni hodnik. Stan je dvostrane orijentacije, svijetao i prozračan sa velikim prozorskim okvirima. Treba spomenuti i tri balkona (od kojih je jedan ustakljen), sa kojih se pruža otvoren pogled prema gradu. Nekretnina je kompletno renovirana, grijanje je etažno plinsko, instalacije struje i vode promijenjene, te su postavljena vanjska PVC stolarija i blindo vrata. Dodatni spavaći prostor je moguće dobiti u dijelu trpezarije bez velikih građevinskih zahvata. Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo Agent Emin Canović +38762943330 agencija@stanpromet.ba ID CODE: 502355 Emin Canović Agent s licencom Mob: 062943330 Tel: 033842555 E-mail: emin.canovic@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=639971,,,Dvosoban,66.0,"Balkon, Centralno grijanje, Telefonski priključak, Struja, Lift, Klima, Internet, Video nadzor","Stanpromet.ba - agencija za nekretnine iz svoje ponude za prodaju izdvaja stan u novogradnji u stambeno-poslovnom objektu „Avenija“, naselje Otoka. Stan površine 66.01m2 koji se nalazi na 7.spratu zgrade čini dnevni boravak sa izlazom na balkon, kuhinja, trpezarija, kupatilo, hodnik i dvije spavaće sobe. Sarajevski šarm kroz savršen sklad izuzetne lokacije i vrhunske arhitekture. Objekat projektovan da zadovolji najviše standarde kvaliteta, elegancije i komfora. Isti je i u potpunosti energetski nezavisan, a sve sa ciljem potpunog dožvljaja slobode budućeg vlasnika stana. Ovu jedinstvenu stambeno-poslovnu zgradu čini 13 etaža, te svojom arhitektonskom strukturom pruža novu generaciju poslovnih i životnih iskustava koja podržavaju savremen, jednostavan i udoban životni stil, kao i brigu o zadovoljstvu svojih stanara. Urbanistički plan i arhitektonsko rješenje Avenije omogućava visok kvalitet stanovanja. Saobraćajni pristup obezbjeđen je ulicama Džemala Bijedića i Srđana Aleksica, dok izutetna lokacija ogleda se kroz blizinu mnogobrojnih obrazovnih institucija, sportsko-rekreativnih parkova i centara, tržnog centra, ugostiteljskih objekata i mnogih drugih sadržaja i djelatnosti neophodnih za život savremenog čovjeka. Atraktivnost lokacije čini izuzetna saobraćajna povezanost kao i blizina doma zdravlja, privatne klinike, dječijeg vrtića, osnovne škole, pošte, banke, supermarketa, pijace, sportskih terena… Za sve dodatne informacije pozovite Vašeg agenta za nekretnine! Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo Agent Haris Kadić +387 62 801 801 agencija@stanpromet.ba ID CODE: 502358 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=641997,,,Jednosoban,43.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja stan površine 42.63m2 na 4.spratu zgrade u novogradnji Lamela Centar, Istočno Sarajevo. Lokacija Istočno Sarajevo, ulica Stefana Nemanje objekat lamela Centar. Projekat Su plus P plus 6 spratova, sa podzemnom garažom koja je konektovana brzim liftovima sa ostatkom spratova. Karakteristike ovog projekta su veliko iskustvo već etabliranog i provjerenog investitora, zatim vrhunski projektovani stanovi gdje se iskoristio svaki kvadrat, veliki vanjski otvori koji omogucavaju maksimalno prirodno osvijetljenje, kvalitetni zavrsni radovi, sistem centralnog grijanja na vlastite kaloriometre, zasebni mjerači utroška vode . Radi se o odličnom i jedinstvenom stanu sa jednom spavaćom sobom, zapadne orijentacije, posjeduje kupatilo, dnevni boravak sa trpezarijom, kuhinja, lodje i ulazni hodnik , površine 42.63 kvadrata. - svijetla visina stanova 290cm - liftovi - jednosobni stanovi - dvosobni stanovi - trosobni stanovi - i novo na tržištu novogradnje stanovi sa 3 spavać sobe i radnom sobom. - centralno grijanje sa vlastitim kaloriometrom - vodomjer - veliki panoramski prozori sa vanjskim žaluzinama - mogućnost kupovine garaže Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo +387 62 943 332 kancelarija@stanpromet.ba ID CODE: 502373 Amar Raščić Voditelj ureda Mob: 062943332 Tel: 033848484 E-mail: kancelarija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=641998,,,Jednosoban,42.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja dvosoban stan na 5.spratu zgrade površine 41.65m2. Lokacija Istočno Sarajevo, ulica Stefana Nemanje objekat lamela Centar. Projekat Su plus P plus 6 spratova, sa podzemnom garažom koja je konektovana brzim liftovima sa ostatkom spratova. Karakteristike ovog projekta su veliko iskustvo već etabliranog i provjerenog investitora, zatim vrhunski projektovani stanovi gdje se iskoristio svaki kvadrat, veliki vanjski otvori koji omogucavaju maksimalno prirodno osvijetljenje, kvalitetni zavrsni radovi, sistem centralnog grijanja na vlastite kaloriometre, zasebni mjerači utroška vode . Radi se o odličnom i jedinstvenom stanu sa jednom spavaćom sobom, zapadne orijentacije, posjeduje kupatilo, dnevni boravak sa trpezarijom, kuhinja, lodje i ulazni hodnik , površine 41.65 kvadrata. - svijetla visina stanova 290cm - liftovi - jednosobni stanovi - dvosobni stanovi - trosobni stanovi - i novo na tržištu novogradnje stanovi sa 3 spavać sobe i radnom sobom. - centralno grijanje sa vlastitim kaloriometrom - vodomjer - veliki panoramski prozori sa vanjskim žaluzinama - mogućnost kupovine garaže Za sva dodatna pitanja ili za termin obilaska ove nekretnine slobodno nas kontaktirajte! Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo +387 62 943 332 kancelarija@stanpromet.ba ID CODE: 502372 Amar Raščić Voditelj ureda Mob: 062943332 Tel: 033848484 E-mail: kancelarija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=641999,,,Jednosoban,42.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja dvosoban stan na 3.spratu zgrade površine 41.65m2. Lokacija Istočno Sarajevo, ulica Stefana Nemanje objekat lamela Centar. Projekat Su plus P plus 6 spratova, sa podzemnom garažom koja je konektovana brzim liftovima sa ostatkom spratova. Karakteristike ovog projekta su veliko iskustvo već etabliranog i provjerenog investitora, zatim vrhunski projektovani stanovi gdje se iskoristio svaki kvadrat, veliki vanjski otvori koji omogucavaju maksimalno prirodno osvijetljenje, kvalitetni zavrsni radovi, sistem centralnog grijanja na vlastite kaloriometre, zasebni mjerači utroška vode . Radi se o odličnom i jedinstvenom stanu sa jednom spavaćom sobom, zapadne orijentacije, posjeduje kupatilo, dnevni boravak sa trpezarijom, kuhinja, lodje i ulazni hodnik , površine 41.65 kvadrata. - svijetla visina stanova 290cm - liftovi - jednosobni stanovi - dvosobni stanovi - trosobni stanovi - i novo na tržištu novogradnje stanovi sa 3 spavać sobe i radnom sobom. - centralno grijanje sa vlastitim kaloriometrom - vodomjer - veliki panoramski prozori sa vanjskim žaluzinama - mogućnost kupovine garaže Za sva dodatna pitanja ili za termin obilaska ove nekretnine slobodno nas kontaktirajte! Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo +387 62 943 332 kancelarija@stanpromet.ba ID CODE: 502371 Amar Raščić Voditelj ureda Mob: 062943332 Tel: 033848484 E-mail: kancelarija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=642000,,,Jednosoban,43.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja stan na 5.spratu objekta Lamela Centar površine 42.62m2, Istočno Sarajevo. Lokacija Istočno Sarajevo, ulica Stefana Nemanje objekat lamela Centar. Projekat Su plus P plus 6 spratova, sa podzemnom garažom koja je konektovana brzim liftovima sa ostatkom spratova. Karakteristike ovog projekta su veliko iskustvo već etabliranog i provjerenog investitora, zatim vrhunski projektovani stanovi gdje se iskoristio svaki kvadrat, veliki vanjski otvori koji omogucavaju maksimalno prirodno osvijetljenje, kvalitetni zavrsni radovi, sistem centralnog grijanja na vlastite kaloriometre, zasebni mjerači utroška vode . Radi se o odličnom i jedinstvenom stanu sa jednom spavaćom sobom, kupatilo, dnevni boravak sa trpezarijom, kuhinja, lodja i ulazni hodnik sa Istočnom orijentacijom i otvorenim pogledom površine 42.62 kvadrata. - svijetla visina stanova 290cm - liftovi - jednosobni stanovi - dvosobni stanovi - trosobni stanovi - i novo na tržištu novogradnje stanovi sa 3 spavać sobe i radnom sobom. - centralno grijanje sa vlastitim kaloriometrom - vodomjer - veliki panoramski prozori sa vanjskim žaluzinama - mogućnost kupovine garaže Za sva dodatna pitanja ili za termin obilaska ove nekretnine slobodno nas kontaktirajte! Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo +387 62 943 332 kancelarija@stanpromet.ba ID CODE: 502369 Amar Raščić Voditelj ureda Mob: 062943332 Tel: 033848484 E-mail: kancelarija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=646017,,,Dvosoban,66.0,"Telefonski priključak, Struja, Namješten, Internet","Stanpromet.ba - agencija za nekretnine najavljuje ekskluzivnu prodaju trosobnog stana u neposrednoj blizini Druge Gimnazije, ul. Koševo, općina Centar. Zgrada je pozicionirana u samoj žiži gradskog dešavanja. Bogat sadržaj u ""walking distance"" zoni odgovoriće zahtjevima porodice, rentijerskog tržišta ili neke treće ideje koja vam je na pameti. Gradski park, pijaca, veliki broj ugostiteljskih objekata, eminentne obrazovne institucije, BBI Centar, DM... Površinu 66 m2 čine dnevni boravak, dvije spavaće sobe, kuhinja s trpezarijom, kupatilo, toalet i ulazni hodnik. Stan je dvostrane orijentacije, svijetao i prozračan sa velikim prozorskim okvirima. Nekretnina je funkcionalna i kao takva useljiva. Na podovima su parket i keramika, grijanje je plinsko, instalacije struje i vode promijenjene, te su postavljena vanjska PVC stolarija i blindo vrata. Certificirana agencija za nekretnine Stanpromet.ba Nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo Agent Emin Canović +38762943330 agencija@stanpromet.ba ID CODE: 502386 Emin Canović Agent s licencom Mob: 062943330 Tel: 033842555 E-mail: emin.canovic@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=648417,,,Jednosoban,48.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja dvosoban stan sa jednom spavaćom sobom na 6.spratu objekta Lamela Centar Istočno Sarajevo. Lokacija Istočno Sarajevo, ulica Stefana Nemanje objekat lamela Centar. Projekat Su plus P plus 6 spratova, sa podzemnom garažom koja je konektovana brzim liftovima sa ostatkom spratova. Karakteristike ovog projekta su veliko iskustvo već etabliranog i provjerenog investitora, zatim vrhunski projektovani stanovi gdje se iskoristio svaki kvadrat, veliki vanjski otvori koji omogucavaju maksimalno prirodno osvijetljenje, kvalitetni zavrsni radovi, sistem centralnog grijanja na vlastite kaloriometre, zasebni mjerači utroška vode . Radi se o odličnom i jedinstvenom stanu sa 1 spavaćom sobom, kupatilo, dnevni boravak sa trpezarijom, kuhinja, lodja i ulazni hodnik sa jednostranom orijentacijom. - predvidjeni završetak radova polovina 2024 godine- Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo + 387 62 830 830 + 387 62 801 801 ID CODE: 502396 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=648418,,,Jednosoban,42.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja stan sa jednom spavaćom sobom površine 41.65m2 na 5. spratu objekta Lamela Centar Istočno Sarajevo. Lokacija Istočno Sarajevo, ulica Stefana Nemanje objekat lamela Centar. Projekat Su plus P plus 6 spratova, sa podzemnom garažom koja je konektovana brzim liftovima sa ostatkom spratova. Karakteristike ovog projekta su veliko iskustvo već etabliranog i provjerenog investitora, zatim vrhunski projektovani stanovi gdje se iskoristio svaki kvadrat, veliki vanjski otvori koji omogucavaju maksimalno prirodno osvijetljenje, kvalitetni zavrsni radovi, sistem centralnog grijanja na vlastite kaloriometre, zasebni mjerači utroška vode . Radi se o odličnom i jedinstvenom stanu sa jednom spavaćom sobom, zapadne orijentacije, posjeduje kupatilo, dnevni boravak sa trpezarijom, kuhinja, lodje i ulazni hodnik , površine 41.65 kvadrata. - predvidjeni završetak radova polovina 2024 godine- Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo + 387 62 830 830 + 387 62 801 801 ID CODE: 502395 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba Hadis Kadić Agent s licencom Mob: 062830830 Tel: 033842555 E-mail: info@stanpromet.ba www.stanpromet.ba",
Sarajevo,https://nekretnine.ba/real-estate.php?lang=ba&sel=nekretnine&view=648419,,,Jednosoban,42.0,"Centralno grijanje, Telefonski priključak, Struja, Lift, Internet, Video nadzor","Stanpromet.ba agencija za nekretnine iz svoje ponude za prodaju izdvaja stan sa jednom spavaćom sobom površine 41.65m2 na 5.spratu objekta Lamela Centar Istočno Sarajevo. Lokacija Istočno Sarajevo, ulica Stefana Nemanje objekat lamela Centar. Projekat Su plus P plus 6 spratova, sa podzemnom garažom koja je konektovana brzim liftovima sa ostatkom spratova. Karakteristike ovog projekta su veliko iskustvo već etabliranog i provjerenog investitora, zatim vrhunski projektovani stanovi gdje se iskoristio svaki kvadrat, veliki vanjski otvori koji omogucavaju maksimalno prirodno osvijetljenje, kvalitetni zavrsni radovi, sistem centralnog grijanja na vlastite kaloriometre, zasebni mjerači utroška vode . Radi se o odličnom i jedinstvenom stanu sa jednom spavaćom sobom, zapadne orijentacije, posjeduje kupatilo, dnevni boravak sa trpezarijom, kuhinja, lodje i ulazni hodnik , površine 41.65 kvadrata. - predvidjeni završetak radova polovina 2024 godine- Stanpromet.ba - agencija za nekretnine Registarski broj posrednika 001/2022! Grbavička 8b, 71000 Sarajevo + 387 62 830 830 + 387 62 801 801 ID CODE: 502394 Haris Kadić Agent s licencom Mob: 062801801 Tel: 033842555 E-mail: agencija@stanpromet.ba www.stanpromet.ba Hadis Kadić Agent s licencom Mob: 062830830 Tel: 033842555 E-mail: info@stanpromet.ba www.stanpromet.ba",
